"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Dawson Creek (CA), British Columbia","2016S0504975","Both sexes","All ages","Persons","249","units","0","v1060822981","157.1.1","13448","","","","0"
"2020","Dawson Creek (CA), British Columbia","2016S0504975","Both sexes","All ages","Persons","249","units","0","v1060822981","157.1.1","13543","","","","0"
"2021","Dawson Creek (CA), British Columbia","2016S0504975","Both sexes","All ages","Persons","249","units","0","v1060822981","157.1.1","13643","","","","0"
"2022","Dawson Creek (CA), British Columbia","2016S0504975","Both sexes","All ages","Persons","249","units","0","v1060822981","157.1.1","13784","","","","0"
"2018","Fort St. John (CA), British Columbia","2016S0504977","Both sexes","All ages","Persons","249","units","0","v1060823311","158.1.1","29985","","","","0"
"2019","Fort St. John (CA), British Columbia","2016S0504977","Both sexes","All ages","Persons","249","units","0","v1060823311","158.1.1","29920","","","","0"
"2020","Fort St. John (CA), British Columbia","2016S0504977","Both sexes","All ages","Persons","249","units","0","v1060823311","158.1.1","29839","","","","0"
"2021","Fort St. John (CA), British Columbia","2016S0504977","Both sexes","All ages","Persons","249","units","0","v1060823311","158.1.1","29777","","","","0"
"2022","Fort St. John (CA), British Columbia","2016S0504977","Both sexes","All ages","Persons","249","units","0","v1060823311","158.1.1","29730","","","","0"
"2018","Whitehorse (CA), Yukon","2016S0504990","Both sexes","All ages","Persons","249","units","0","v1060823641","159.1.1","31998","","","","0"
"2019","Whitehorse (CA), Yukon","2016S0504990","Both sexes","All ages","Persons","249","units","0","v1060823641","159.1.1","32762","","","","0"
"2020","Whitehorse (CA), Yukon","2016S0504990","Both sexes","All ages","Persons","249","units","0","v1060823641","159.1.1","33662","","","","0"
"2021","Whitehorse (CA), Yukon","2016S0504990","Both sexes","All ages","Persons","249","units","0","v1060823641","159.1.1","34693","","","","0"
"2022","Whitehorse (CA), Yukon","2016S0504990","Both sexes","All ages","Persons","249","units","0","v1060823641","159.1.1","35372","","","","0"
"2018","Yellowknife (CA), Northwest Territories","2016S0504995","Both sexes","All ages","Persons","249","units","0","v1060823971","160.1.1","21682","","","","0"
"2019","Yellowknife (CA), Northwest Territories","2016S0504995","Both sexes","All ages","Persons","249","units","0","v1060823971","160.1.1","22037","","","","0"
"2020","Yellowknife (CA), Northwest Territories","2016S0504995","Both sexes","All ages","Persons","249","units","0","v1060823971","160.1.1","22352","","","","0"
"2021","Yellowknife (CA), Northwest Territories","2016S0504995","Both sexes","All ages","Persons","249","units","0","v1060823971","160.1.1","22740","","","","0"
"2022","Yellowknife (CA), Northwest Territories","2016S0504995","Both sexes","All ages","Persons","249","units","0","v1060823971","160.1.1","22983","","","","0"
"2018","All areas outside census metropolitan areas and census agglomerations, Canada","","Both sexes","All ages","Persons","249","units","0","v1078829663","164.1.1","6086025","","","","0"
"2019","All areas outside census metropolitan areas and census agglomerations, Canada","","Both sexes","All ages","Persons","249","units","0","v1078829663","164.1.1","6110440","","","","0"
"2020","All areas outside census metropolitan areas and census agglomerations, Canada","","Both sexes","All ages","Persons","249","units","0","v1078829663","164.1.1","6138322","","","","0"
"2021","All areas outside census metropolitan areas and census agglomerations, Canada","","Both sexes","All ages","Persons","249","units","0","v1078829663","164.1.1","6197486","","","","0"
"2022","All areas outside census metropolitan areas and census agglomerations, Canada","","Both sexes","All ages","Persons","249","units","0","v1078829663","164.1.1","6261607","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, Newfoundland and Labrador","","Both sexes","All ages","Persons","249","units","0","v1078821878","165.1.1","241836","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, Newfoundland and Labrador","","Both sexes","All ages","Persons","249","units","0","v1078821878","165.1.1","239283","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, Newfoundland and Labrador","","Both sexes","All ages","Persons","249","units","0","v1078821878","165.1.1","236850","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, Newfoundland and Labrador","","Both sexes","All ages","Persons","249","units","0","v1078821878","165.1.1","235761","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, Newfoundland and Labrador","","Both sexes","All ages","Persons","249","units","0","v1078821878","165.1.1","235848","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, Prince Edward Island","","Both sexes","All ages","Persons","249","units","0","v1078822253","166.1.1","59254","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, Prince Edward Island","","Both sexes","All ages","Persons","249","units","0","v1078822253","166.1.1","60326","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, Prince Edward Island","","Both sexes","All ages","Persons","249","units","0","v1078822253","166.1.1","61578","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, Prince Edward Island","","Both sexes","All ages","Persons","249","units","0","v1078822253","166.1.1","62894","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, Prince Edward Island","","Both sexes","All ages","Persons","249","units","0","v1078822253","166.1.1","64885","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, Nova Scotia","","Both sexes","All ages","Persons","249","units","0","v1078822673","167.1.1","319957","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, Nova Scotia","","Both sexes","All ages","Persons","249","units","0","v1078822673","167.1.1","319867","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, Nova Scotia","","Both sexes","All ages","Persons","249","units","0","v1078822673","167.1.1","320177","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, Nova Scotia","","Both sexes","All ages","Persons","249","units","0","v1078822673","167.1.1","321774","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, Nova Scotia","","Both sexes","All ages","Persons","249","units","0","v1078822673","167.1.1","326640","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, New Brunswick","","Both sexes","All ages","Persons","249","units","0","v1078823123","168.1.1","283153","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, New Brunswick","","Both sexes","All ages","Persons","249","units","0","v1078823123","168.1.1","283836","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, New Brunswick","","Both sexes","All ages","Persons","249","units","0","v1078823123","168.1.1","283961","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, New Brunswick","","Both sexes","All ages","Persons","249","units","0","v1078823123","168.1.1","285797","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, New Brunswick","","Both sexes","All ages","Persons","249","units","0","v1078823123","168.1.1","290849","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, Quebec","","Both sexes","All ages","Persons","249","units","0","v1078823918","169.1.1","1562353","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, Quebec","","Both sexes","All ages","Persons","249","units","0","v1078823918","169.1.1","1570498","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, Quebec","","Both sexes","All ages","Persons","249","units","0","v1078823918","169.1.1","1587730","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, Quebec","","Both sexes","All ages","Persons","249","units","0","v1078823918","169.1.1","1618595","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, Quebec","","Both sexes","All ages","Persons","249","units","0","v1078823918","169.1.1","1640693","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, Ontario","","Both sexes","All ages","Persons","249","units","0","v1078824938","170.1.1","1440118","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, Ontario","","Both sexes","All ages","Persons","249","units","0","v1078824938","170.1.1","1450453","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, Ontario","","Both sexes","All ages","Persons","249","units","0","v1078824938","170.1.1","1459494","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, Ontario","","Both sexes","All ages","Persons","249","units","0","v1078824938","170.1.1","1477086","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, Ontario","","Both sexes","All ages","Persons","249","units","0","v1078824938","170.1.1","1493543","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, Manitoba","","Both sexes","All ages","Persons","249","units","0","v1078825373","171.1.1","382635","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, Manitoba","","Both sexes","All ages","Persons","249","units","0","v1078825373","171.1.1","386041","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, Manitoba","","Both sexes","All ages","Persons","249","units","0","v1078825373","171.1.1","388578","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, Manitoba","","Both sexes","All ages","Persons","249","units","0","v1078825373","171.1.1","391603","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, Manitoba","","Both sexes","All ages","Persons","249","units","0","v1078825373","171.1.1","393892","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, Saskatchewan","","Both sexes","All ages","Persons","249","units","0","v1078825868","172.1.1","400086","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, Saskatchewan","","Both sexes","All ages","Persons","249","units","0","v1078825868","172.1.1","399032","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, Saskatchewan","","Both sexes","All ages","Persons","249","units","0","v1078825868","172.1.1","397484","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, Saskatchewan","","Both sexes","All ages","Persons","249","units","0","v1078825868","172.1.1","397216","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, Saskatchewan","","Both sexes","All ages","Persons","249","units","0","v1078825868","172.1.1","398257","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, Alberta","","Both sexes","All ages","Persons","249","units","0","v1078826483","173.1.1","754926","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, Alberta","","Both sexes","All ages","Persons","249","units","0","v1078826483","173.1.1","754821","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, Alberta","","Both sexes","All ages","Persons","249","units","0","v1078826483","173.1.1","752861","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, Alberta","","Both sexes","All ages","Persons","249","units","0","v1078826483","173.1.1","751431","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, Alberta","","Both sexes","All ages","Persons","249","units","0","v1078826483","173.1.1","755025","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, British Columbia","","Both sexes","All ages","Persons","249","units","0","v1078827218","174.1.1","571744","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, British Columbia","","Both sexes","All ages","Persons","249","units","0","v1078827218","174.1.1","576058","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, British Columbia","","Both sexes","All ages","Persons","249","units","0","v1078827218","174.1.1","578957","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, British Columbia","","Both sexes","All ages","Persons","249","units","0","v1078827218","174.1.1","584204","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, British Columbia","","Both sexes","All ages","Persons","249","units","0","v1078827218","174.1.1","590410","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, Yukon","","Both sexes","All ages","Persons","249","units","0","v1078827578","175.1.1","8521","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, Yukon","","Both sexes","All ages","Persons","249","units","0","v1078827578","175.1.1","8600","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, Yukon","","Both sexes","All ages","Persons","249","units","0","v1078827578","175.1.1","8501","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, Yukon","","Both sexes","All ages","Persons","249","units","0","v1078827578","175.1.1","8557","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, Yukon","","Both sexes","All ages","Persons","249","units","0","v1078827578","175.1.1","8417","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, Northwest Territories","","Both sexes","All ages","Persons","249","units","0","v1078827938","176.1.1","23299","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, Northwest Territories","","Both sexes","All ages","Persons","249","units","0","v1078827938","176.1.1","23033","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, Northwest Territories","","Both sexes","All ages","Persons","249","units","0","v1078827938","176.1.1","22994","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, Northwest Territories","","Both sexes","All ages","Persons","249","units","0","v1078827938","176.1.1","22857","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, Northwest Territories","","Both sexes","All ages","Persons","249","units","0","v1078827938","176.1.1","22622","","","","0"
"2018","Area outside census metropolitan areas and census agglomerations, Nunavut","","Both sexes","All ages","Persons","249","units","0","v1078828283","177.1.1","38143","","","","0"
"2019","Area outside census metropolitan areas and census agglomerations, Nunavut","","Both sexes","All ages","Persons","249","units","0","v1078828283","177.1.1","38592","","","","0"
"2020","Area outside census metropolitan areas and census agglomerations, Nunavut","","Both sexes","All ages","Persons","249","units","0","v1078828283","177.1.1","39157","","","","0"
"2021","Area outside census metropolitan areas and census agglomerations, Nunavut","","Both sexes","All ages","Persons","249","units","0","v1078828283","177.1.1","39711","","","","0"
"2022","Area outside census metropolitan areas and census agglomerations, Nunavut","","Both sexes","All ages","Persons","249","units","0","v1078828283","177.1.1","40526","","","","0"


