"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Val-d'Or (CA), Quebec","2016S0504480","Both sexes","All ages","Persons","249","units","0","v1060786681","47.1.1","34359","","","","0"
"2020","Val-d'Or (CA), Quebec","2016S0504480","Both sexes","All ages","Persons","249","units","0","v1060786681","47.1.1","34565","","","","0"
"2021","Val-d'Or (CA), Quebec","2016S0504480","Both sexes","All ages","Persons","249","units","0","v1060786681","47.1.1","34588","","","","0"
"2022","Val-d'Or (CA), Quebec","2016S0504480","Both sexes","All ages","Persons","249","units","0","v1060786681","47.1.1","34687","","","","0"
"2018","Rouyn-Noranda (CA), Quebec","2016S0504485","Both sexes","All ages","Persons","249","units","0","v1060787011","48.1.1","42963","","","","0"
"2019","Rouyn-Noranda (CA), Quebec","2016S0504485","Both sexes","All ages","Persons","249","units","0","v1060787011","48.1.1","43078","","","","0"
"2020","Rouyn-Noranda (CA), Quebec","2016S0504485","Both sexes","All ages","Persons","249","units","0","v1060787011","48.1.1","43101","","","","0"
"2021","Rouyn-Noranda (CA), Quebec","2016S0504485","Both sexes","All ages","Persons","249","units","0","v1060787011","48.1.1","42999","","","","0"
"2022","Rouyn-Noranda (CA), Quebec","2016S0504485","Both sexes","All ages","Persons","249","units","0","v1060787011","48.1.1","43075","","","","0"
"2018","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Both sexes","All ages","Persons","249","units","0","v1060787341","49.1.1","12433","","","","0"
"2019","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Both sexes","All ages","Persons","249","units","0","v1060787341","49.1.1","12463","","","","0"
"2020","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Both sexes","All ages","Persons","249","units","0","v1060787341","49.1.1","12500","","","","0"
"2021","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Both sexes","All ages","Persons","249","units","0","v1060787341","49.1.1","12533","","","","0"
"2022","Hawkesbury (CA), Ontario/Quebec","2016S0504502","Both sexes","All ages","Persons","249","units","0","v1060787341","49.1.1","12519","","","","0"
"2018","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Both sexes","All ages","Persons","249","units","0","v1060787671","50.1.1","10622","","","","0"
"2019","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Both sexes","All ages","Persons","249","units","0","v1060787671","50.1.1","10619","","","","0"
"2020","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Both sexes","All ages","Persons","249","units","0","v1060787671","50.1.1","10664","","","","0"
"2021","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Both sexes","All ages","Persons","249","units","0","v1060787671","50.1.1","10664","","","","0"
"2022","Hawkesbury (CA), Ontario part, Ontario","2016S050635502","Both sexes","All ages","Persons","249","units","0","v1060787671","50.1.1","10611","","","","0"
"2018","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Both sexes","All ages","Persons","249","units","0","v1060788001","51.1.1","1811","","","","0"
"2019","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Both sexes","All ages","Persons","249","units","0","v1060788001","51.1.1","1844","","","","0"
"2020","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Both sexes","All ages","Persons","249","units","0","v1060788001","51.1.1","1836","","","","0"
"2021","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Both sexes","All ages","Persons","249","units","0","v1060788001","51.1.1","1869","","","","0"
"2022","Hawkesbury (CA), Quebec part, Quebec","2016S050624502","Both sexes","All ages","Persons","249","units","0","v1060788001","51.1.1","1908","","","","0"
"2018","Cornwall (CA), Ontario","2016S0504501","Both sexes","All ages","Persons","249","units","0","v1060789321","55.1.1","61911","","","","0"
"2019","Cornwall (CA), Ontario","2016S0504501","Both sexes","All ages","Persons","249","units","0","v1060789321","55.1.1","62062","","","","0"
"2020","Cornwall (CA), Ontario","2016S0504501","Both sexes","All ages","Persons","249","units","0","v1060789321","55.1.1","62239","","","","0"
"2021","Cornwall (CA), Ontario","2016S0504501","Both sexes","All ages","Persons","249","units","0","v1060789321","55.1.1","62513","","","","0"
"2022","Cornwall (CA), Ontario","2016S0504501","Both sexes","All ages","Persons","249","units","0","v1060789321","55.1.1","63160","","","","0"
"2018","Arnprior (CA), Ontario","2016S0504507","Both sexes","All ages","Persons","249","units","0","v1060789651","56.1.1","16970","","","","0"
"2019","Arnprior (CA), Ontario","2016S0504507","Both sexes","All ages","Persons","249","units","0","v1060789651","56.1.1","17299","","","","0"
"2020","Arnprior (CA), Ontario","2016S0504507","Both sexes","All ages","Persons","249","units","0","v1060789651","56.1.1","17762","","","","0"
"2021","Arnprior (CA), Ontario","2016S0504507","Both sexes","All ages","Persons","249","units","0","v1060789651","56.1.1","18094","","","","0"
"2022","Arnprior (CA), Ontario","2016S0504507","Both sexes","All ages","Persons","249","units","0","v1060789651","56.1.1","18396","","","","0"
"2018","Carleton Place (CA), Ontario","2016S0504509","Both sexes","All ages","Persons","249","units","0","v1060789981","57.1.1","34661","","","","0"
"2019","Carleton Place (CA), Ontario","2016S0504509","Both sexes","All ages","Persons","249","units","0","v1060789981","57.1.1","35858","","","","0"
"2020","Carleton Place (CA), Ontario","2016S0504509","Both sexes","All ages","Persons","249","units","0","v1060789981","57.1.1","37455","","","","0"
"2021","Carleton Place (CA), Ontario","2016S0504509","Both sexes","All ages","Persons","249","units","0","v1060789981","57.1.1","39088","","","","0"
"2022","Carleton Place (CA), Ontario","2016S0504509","Both sexes","All ages","Persons","249","units","0","v1060789981","57.1.1","40644","","","","0"
"2018","Brockville (CA), Ontario","2016S0504512","Both sexes","All ages","Persons","249","units","0","v1060790311","58.1.1","40020","","","","0"
"2019","Brockville (CA), Ontario","2016S0504512","Both sexes","All ages","Persons","249","units","0","v1060790311","58.1.1","40559","","","","0"
"2020","Brockville (CA), Ontario","2016S0504512","Both sexes","All ages","Persons","249","units","0","v1060790311","58.1.1","40823","","","","0"
"2021","Brockville (CA), Ontario","2016S0504512","Both sexes","All ages","Persons","249","units","0","v1060790311","58.1.1","40919","","","","0"
"2022","Brockville (CA), Ontario","2016S0504512","Both sexes","All ages","Persons","249","units","0","v1060790311","58.1.1","41217","","","","0"
"2018","Pembroke (CA), Ontario","2016S0504515","Both sexes","All ages","Persons","249","units","0","v1060790641","59.1.1","23762","","","","0"
"2019","Pembroke (CA), Ontario","2016S0504515","Both sexes","All ages","Persons","249","units","0","v1060790641","59.1.1","23572","","","","0"
"2020","Pembroke (CA), Ontario","2016S0504515","Both sexes","All ages","Persons","249","units","0","v1060790641","59.1.1","23403","","","","0"
"2021","Pembroke (CA), Ontario","2016S0504515","Both sexes","All ages","Persons","249","units","0","v1060790641","59.1.1","23408","","","","0"
"2022","Pembroke (CA), Ontario","2016S0504515","Both sexes","All ages","Persons","249","units","0","v1060790641","59.1.1","23415","","","","0"
"2018","Petawawa (CA), Ontario","2016S0504516","Both sexes","All ages","Persons","249","units","0","v1060790971","60.1.1","18328","","","","0"
"2019","Petawawa (CA), Ontario","2016S0504516","Both sexes","All ages","Persons","249","units","0","v1060790971","60.1.1","18832","","","","0"
"2020","Petawawa (CA), Ontario","2016S0504516","Both sexes","All ages","Persons","249","units","0","v1060790971","60.1.1","19360","","","","0"
"2021","Petawawa (CA), Ontario","2016S0504516","Both sexes","All ages","Persons","249","units","0","v1060790971","60.1.1","19773","","","","0"
"2022","Petawawa (CA), Ontario","2016S0504516","Both sexes","All ages","Persons","249","units","0","v1060790971","60.1.1","19902","","","","0"
"2018","Cobourg (CA), Ontario","2016S0504527","Both sexes","All ages","Persons","249","units","0","v1060791961","63.1.1","20079","","","","0"
"2019","Cobourg (CA), Ontario","2016S0504527","Both sexes","All ages","Persons","249","units","0","v1060791961","63.1.1","20027","","","","0"
"2020","Cobourg (CA), Ontario","2016S0504527","Both sexes","All ages","Persons","249","units","0","v1060791961","63.1.1","20001","","","","0"
"2021","Cobourg (CA), Ontario","2016S0504527","Both sexes","All ages","Persons","249","units","0","v1060791961","63.1.1","20054","","","","0"
"2022","Cobourg (CA), Ontario","2016S0504527","Both sexes","All ages","Persons","249","units","0","v1060791961","63.1.1","20258","","","","0"
"2018","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","17683","","","","0"
"2019","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","17717","","","","0"
"2020","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","17736","","","","0"
"2021","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","17894","","","","0"
"2022","Port Hope (CA), Ontario","2016S0504528","Both sexes","All ages","Persons","249","units","0","v1060792291","64.1.1","18109","","","","0"
"2018","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","79532","","","","0"
"2019","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","80410","","","","0"
"2020","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","81354","","","","0"
"2021","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","82458","","","","0"
"2022","Kawartha Lakes (CA), Ontario","2016S0504530","Both sexes","All ages","Persons","249","units","0","v1060792951","66.1.1","83356","","","","0"
"2018","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","30324","","","","0"
"2019","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","30678","","","","0"
"2020","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","31352","","","","0"
"2021","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","32150","","","","0"
"2022","Centre Wellington (CA), Ontario","2016S0504531","Both sexes","All ages","Persons","249","units","0","v1060793281","67.1.1","32889","","","","0"
"2018","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","13694","","","","0"
"2019","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","13875","","","","0"
"2020","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","14026","","","","0"
"2021","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","14261","","","","0"
"2022","Ingersoll (CA), Ontario","2016S0504533","Both sexes","All ages","Persons","249","units","0","v1060793941","69.1.1","14521","","","","0"
"2018","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","44342","","","","0"
"2019","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","45424","","","","0"
"2020","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","46754","","","","0"
"2021","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","48240","","","","0"
"2022","Woodstock (CA), Ontario","2016S0504544","Both sexes","All ages","Persons","249","units","0","v1060795921","75.1.1","49819","","","","0"
"2018","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","16804","","","","0"
"2019","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","17227","","","","0"
"2020","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","17404","","","","0"
"2021","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","17722","","","","0"
"2022","Tillsonburg (CA), Ontario","2016S0504546","Both sexes","All ages","Persons","249","units","0","v1060796251","76.1.1","18252","","","","0"
"2018","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","68922","","","","0"
"2019","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","70062","","","","0"
"2020","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","70498","","","","0"
"2021","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","71863","","","","0"
"2022","Norfolk (CA), Ontario","2016S0504547","Both sexes","All ages","Persons","249","units","0","v1060796581","77.1.1","73166","","","","0"
"2018","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","33262","","","","0"
"2019","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","33598","","","","0"
"2020","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","33869","","","","0"
"2021","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","34226","","","","0"
"2022","Stratford (CA), Ontario","2016S0504553","Both sexes","All ages","Persons","249","units","0","v1060797241","79.1.1","34643","","","","0"
"2018","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","105756","","","","0"
"2019","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","106076","","","","0"
"2020","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","106977","","","","0"
"2021","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","108030","","","","0"
"2022","Chatham-Kent (CA), Ontario","2016S0504556","Both sexes","All ages","Persons","249","units","0","v1060797901","81.1.1","109051","","","","0"
"2018","Leamington (CA), Ontario","2016S0504557","Both sexes","All ages","Persons","249","units","0","v1060798231","82.1.1","52038","","","","0"
"2019","Leamington (CA), Ontario","2016S0504557","Both sexes","All ages","Persons","249","units","0","v1060798231","82.1.1","52074","","","","0"
"2020","Leamington (CA), Ontario","2016S0504557","Both sexes","All ages","Persons","249","units","0","v1060798231","82.1.1","52257","","","","0"
"2021","Leamington (CA), Ontario","2016S0504557","Both sexes","All ages","Persons","249","units","0","v1060798231","82.1.1","53155","","","","0"
"2022","Leamington (CA), Ontario","2016S0504557","Both sexes","All ages","Persons","249","units","0","v1060798231","82.1.1","54556","","","","0"
"2018","Sarnia (CA), Ontario","2016S0504562","Both sexes","All ages","Persons","249","units","0","v1060798891","84.1.1","99821","","","","0"
"2019","Sarnia (CA), Ontario","2016S0504562","Both sexes","All ages","Persons","249","units","0","v1060798891","84.1.1","100523","","","","0"
"2020","Sarnia (CA), Ontario","2016S0504562","Both sexes","All ages","Persons","249","units","0","v1060798891","84.1.1","100718","","","","0"
"2021","Sarnia (CA), Ontario","2016S0504562","Both sexes","All ages","Persons","249","units","0","v1060798891","84.1.1","100500","","","","0"
"2022","Sarnia (CA), Ontario","2016S0504562","Both sexes","All ages","Persons","249","units","0","v1060798891","84.1.1","102216","","","","0"
"2018","Wasaga Beach (CA), Ontario","2016S0504565","Both sexes","All ages","Persons","249","units","0","v1060799221","85.1.1","22624","","","","0"
"2019","Wasaga Beach (CA), Ontario","2016S0504565","Both sexes","All ages","Persons","249","units","0","v1060799221","85.1.1","23086","","","","0"
"2020","Wasaga Beach (CA), Ontario","2016S0504565","Both sexes","All ages","Persons","249","units","0","v1060799221","85.1.1","23723","","","","0"
"2021","Wasaga Beach (CA), Ontario","2016S0504565","Both sexes","All ages","Persons","249","units","0","v1060799221","85.1.1","24860","","","","0"
"2022","Wasaga Beach (CA), Ontario","2016S0504565","Both sexes","All ages","Persons","249","units","0","v1060799221","85.1.1","25852","","","","0"
"2018","Owen Sound (CA), Ontario","2016S0504566","Both sexes","All ages","Persons","249","units","0","v1060799551","86.1.1","33301","","","","0"
"2019","Owen Sound (CA), Ontario","2016S0504566","Both sexes","All ages","Persons","249","units","0","v1060799551","86.1.1","33656","","","","0"
"2020","Owen Sound (CA), Ontario","2016S0504566","Both sexes","All ages","Persons","249","units","0","v1060799551","86.1.1","34017","","","","0"
"2021","Owen Sound (CA), Ontario","2016S0504566","Both sexes","All ages","Persons","249","units","0","v1060799551","86.1.1","34299","","","","0"
"2022","Owen Sound (CA), Ontario","2016S0504566","Both sexes","All ages","Persons","249","units","0","v1060799551","86.1.1","34606","","","","0"
"2018","Collingwood (CA), Ontario","2016S0504567","Both sexes","All ages","Persons","249","units","0","v1060799881","87.1.1","23222","","","","0"
"2019","Collingwood (CA), Ontario","2016S0504567","Both sexes","All ages","Persons","249","units","0","v1060799881","87.1.1","23894","","","","0"
"2020","Collingwood (CA), Ontario","2016S0504567","Both sexes","All ages","Persons","249","units","0","v1060799881","87.1.1","24547","","","","0"
"2021","Collingwood (CA), Ontario","2016S0504567","Both sexes","All ages","Persons","249","units","0","v1060799881","87.1.1","25140","","","","0"
"2022","Collingwood (CA), Ontario","2016S0504567","Both sexes","All ages","Persons","249","units","0","v1060799881","87.1.1","25722","","","","0"
"2018","Orillia (CA), Ontario","2016S0504569","Both sexes","All ages","Persons","249","units","0","v1060800541","89.1.1","32950","","","","0"
"2019","Orillia (CA), Ontario","2016S0504569","Both sexes","All ages","Persons","249","units","0","v1060800541","89.1.1","33486","","","","0"
"2020","Orillia (CA), Ontario","2016S0504569","Both sexes","All ages","Persons","249","units","0","v1060800541","89.1.1","34041","","","","0"
"2021","Orillia (CA), Ontario","2016S0504569","Both sexes","All ages","Persons","249","units","0","v1060800541","89.1.1","34650","","","","0"
"2022","Orillia (CA), Ontario","2016S0504569","Both sexes","All ages","Persons","249","units","0","v1060800541","89.1.1","35272","","","","0"
"2018","Midland (CA), Ontario","2016S0504571","Both sexes","All ages","Persons","249","units","0","v1060800871","90.1.1","38817","","","","0"
"2019","Midland (CA), Ontario","2016S0504571","Both sexes","All ages","Persons","249","units","0","v1060800871","90.1.1","39399","","","","0"
"2020","Midland (CA), Ontario","2016S0504571","Both sexes","All ages","Persons","249","units","0","v1060800871","90.1.1","39876","","","","0"
"2021","Midland (CA), Ontario","2016S0504571","Both sexes","All ages","Persons","249","units","0","v1060800871","90.1.1","40576","","","","0"
"2022","Midland (CA), Ontario","2016S0504571","Both sexes","All ages","Persons","249","units","0","v1060800871","90.1.1","41281","","","","0"
"2018","North Bay (CA), Ontario","2016S0504575","Both sexes","All ages","Persons","249","units","0","v1060801201","91.1.1","73551","","","","0"
"2019","North Bay (CA), Ontario","2016S0504575","Both sexes","All ages","Persons","249","units","0","v1060801201","91.1.1","73620","","","","0"
"2020","North Bay (CA), Ontario","2016S0504575","Both sexes","All ages","Persons","249","units","0","v1060801201","91.1.1","73919","","","","0"
"2021","North Bay (CA), Ontario","2016S0504575","Both sexes","All ages","Persons","249","units","0","v1060801201","91.1.1","74503","","","","0"
"2022","North Bay (CA), Ontario","2016S0504575","Both sexes","All ages","Persons","249","units","0","v1060801201","91.1.1","77037","","","","0"
"2018","Elliot Lake (CA), Ontario","2016S0504582","Both sexes","All ages","Persons","249","units","0","v1060801861","93.1.1","11304","","","","0"
"2019","Elliot Lake (CA), Ontario","2016S0504582","Both sexes","All ages","Persons","249","units","0","v1060801861","93.1.1","11382","","","","0"
"2020","Elliot Lake (CA), Ontario","2016S0504582","Both sexes","All ages","Persons","249","units","0","v1060801861","93.1.1","11468","","","","0"
"2021","Elliot Lake (CA), Ontario","2016S0504582","Both sexes","All ages","Persons","249","units","0","v1060801861","93.1.1","11569","","","","0"
"2022","Elliot Lake (CA), Ontario","2016S0504582","Both sexes","All ages","Persons","249","units","0","v1060801861","93.1.1","11696","","","","0"
"2018","Timmins (CA), Ontario","2016S0504586","Both sexes","All ages","Persons","249","units","0","v1060802191","94.1.1","42550","","","","0"
"2019","Timmins (CA), Ontario","2016S0504586","Both sexes","All ages","Persons","249","units","0","v1060802191","94.1.1","42937","","","","0"
"2020","Timmins (CA), Ontario","2016S0504586","Both sexes","All ages","Persons","249","units","0","v1060802191","94.1.1","42866","","","","0"
"2021","Timmins (CA), Ontario","2016S0504586","Both sexes","All ages","Persons","249","units","0","v1060802191","94.1.1","42427","","","","0"
"2022","Timmins (CA), Ontario","2016S0504586","Both sexes","All ages","Persons","249","units","0","v1060802191","94.1.1","42675","","","","0"
"2018","Sault Ste. Marie (CA), Ontario","2016S0504590","Both sexes","All ages","Persons","249","units","0","v1060802521","95.1.1","80081","","","","0"
"2019","Sault Ste. Marie (CA), Ontario","2016S0504590","Both sexes","All ages","Persons","249","units","0","v1060802521","95.1.1","80658","","","","0"
"2020","Sault Ste. Marie (CA), Ontario","2016S0504590","Both sexes","All ages","Persons","249","units","0","v1060802521","95.1.1","80969","","","","0"
"2021","Sault Ste. Marie (CA), Ontario","2016S0504590","Both sexes","All ages","Persons","249","units","0","v1060802521","95.1.1","80324","","","","0"
"2022","Sault Ste. Marie (CA), Ontario","2016S0504590","Both sexes","All ages","Persons","249","units","0","v1060802521","95.1.1","81158","","","","0"
"2018","Kenora (CA), Ontario","2016S0504598","Both sexes","All ages","Persons","249","units","0","v1060803181","97.1.1","15869","","","","0"
"2019","Kenora (CA), Ontario","2016S0504598","Both sexes","All ages","Persons","249","units","0","v1060803181","97.1.1","15890","","","","0"
"2020","Kenora (CA), Ontario","2016S0504598","Both sexes","All ages","Persons","249","units","0","v1060803181","97.1.1","15870","","","","0"
"2021","Kenora (CA), Ontario","2016S0504598","Both sexes","All ages","Persons","249","units","0","v1060803181","97.1.1","15928","","","","0"
"2022","Kenora (CA), Ontario","2016S0504598","Both sexes","All ages","Persons","249","units","0","v1060803181","97.1.1","15990","","","","0"
"2018","Winkler (CA), Manitoba","2016S0504603","Both sexes","All ages","Persons","249","units","0","v1060803841","99.1.1","32719","","","","0"
"2019","Winkler (CA), Manitoba","2016S0504603","Both sexes","All ages","Persons","249","units","0","v1060803841","99.1.1","33519","","","","0"
"2020","Winkler (CA), Manitoba","2016S0504603","Both sexes","All ages","Persons","249","units","0","v1060803841","99.1.1","34408","","","","0"
"2021","Winkler (CA), Manitoba","2016S0504603","Both sexes","All ages","Persons","249","units","0","v1060803841","99.1.1","34926","","","","0"
"2022","Winkler (CA), Manitoba","2016S0504603","Both sexes","All ages","Persons","249","units","0","v1060803841","99.1.1","35666","","","","0"
"2018","Steinbach (CA), Manitoba","2016S0504605","Both sexes","All ages","Persons","249","units","0","v1060804171","100.1.1","16126","","","","0"
"2019","Steinbach (CA), Manitoba","2016S0504605","Both sexes","All ages","Persons","249","units","0","v1060804171","100.1.1","15818","","","","0"
"2020","Steinbach (CA), Manitoba","2016S0504605","Both sexes","All ages","Persons","249","units","0","v1060804171","100.1.1","15744","","","","0"
"2021","Steinbach (CA), Manitoba","2016S0504605","Both sexes","All ages","Persons","249","units","0","v1060804171","100.1.1","15744","","","","0"
"2022","Steinbach (CA), Manitoba","2016S0504605","Both sexes","All ages","Persons","249","units","0","v1060804171","100.1.1","15997","","","","0"
"2018","Portage la Prairie (CA), Manitoba","2016S0504607","Both sexes","All ages","Persons","249","units","0","v1060804501","101.1.1","13532","","","","0"
"2019","Portage la Prairie (CA), Manitoba","2016S0504607","Both sexes","All ages","Persons","249","units","0","v1060804501","101.1.1","13467","","","","0"
"2020","Portage la Prairie (CA), Manitoba","2016S0504607","Both sexes","All ages","Persons","249","units","0","v1060804501","101.1.1","13405","","","","0"
"2021","Portage la Prairie (CA), Manitoba","2016S0504607","Both sexes","All ages","Persons","249","units","0","v1060804501","101.1.1","13421","","","","0"
"2022","Portage la Prairie (CA), Manitoba","2016S0504607","Both sexes","All ages","Persons","249","units","0","v1060804501","101.1.1","13647","","","","0"
"2018","Brandon (CA), Manitoba","2016S0504610","Both sexes","All ages","Persons","249","units","0","v1060804831","102.1.1","61507","","","","0"
"2019","Brandon (CA), Manitoba","2016S0504610","Both sexes","All ages","Persons","249","units","0","v1060804831","102.1.1","62458","","","","0"
"2020","Brandon (CA), Manitoba","2016S0504610","Both sexes","All ages","Persons","249","units","0","v1060804831","102.1.1","62990","","","","0"
"2021","Brandon (CA), Manitoba","2016S0504610","Both sexes","All ages","Persons","249","units","0","v1060804831","102.1.1","63145","","","","0"
"2022","Brandon (CA), Manitoba","2016S0504610","Both sexes","All ages","Persons","249","units","0","v1060804831","102.1.1","63822","","","","0"
"2018","Thompson (CA), Manitoba","2016S0504640","Both sexes","All ages","Persons","249","units","0","v1060805161","103.1.1","14483","","","","0"
"2019","Thompson (CA), Manitoba","2016S0504640","Both sexes","All ages","Persons","249","units","0","v1060805161","103.1.1","14320","","","","0"
"2020","Thompson (CA), Manitoba","2016S0504640","Both sexes","All ages","Persons","249","units","0","v1060805161","103.1.1","14205","","","","0"
"2021","Thompson (CA), Manitoba","2016S0504640","Both sexes","All ages","Persons","249","units","0","v1060805161","103.1.1","14292","","","","0"
"2022","Thompson (CA), Manitoba","2016S0504640","Both sexes","All ages","Persons","249","units","0","v1060805161","103.1.1","14421","","","","0"
"2018","Yorkton (CA), Saskatchewan","2016S0504710","Both sexes","All ages","Persons","249","units","0","v1060805821","105.1.1","19602","","","","0"
"2019","Yorkton (CA), Saskatchewan","2016S0504710","Both sexes","All ages","Persons","249","units","0","v1060805821","105.1.1","19670","","","","0"
"2020","Yorkton (CA), Saskatchewan","2016S0504710","Both sexes","All ages","Persons","249","units","0","v1060805821","105.1.1","19421","","","","0"
"2021","Yorkton (CA), Saskatchewan","2016S0504710","Both sexes","All ages","Persons","249","units","0","v1060805821","105.1.1","19369","","","","0"
"2022","Yorkton (CA), Saskatchewan","2016S0504710","Both sexes","All ages","Persons","249","units","0","v1060805821","105.1.1","19399","","","","0"
"2018","Moose Jaw (CA), Saskatchewan","2016S0504715","Both sexes","All ages","Persons","249","units","0","v1060806151","106.1.1","36336","","","","0"
"2019","Moose Jaw (CA), Saskatchewan","2016S0504715","Both sexes","All ages","Persons","249","units","0","v1060806151","106.1.1","36001","","","","0"
"2020","Moose Jaw (CA), Saskatchewan","2016S0504715","Both sexes","All ages","Persons","249","units","0","v1060806151","106.1.1","35721","","","","0"
"2021","Moose Jaw (CA), Saskatchewan","2016S0504715","Both sexes","All ages","Persons","249","units","0","v1060806151","106.1.1","35388","","","","0"
"2022","Moose Jaw (CA), Saskatchewan","2016S0504715","Both sexes","All ages","Persons","249","units","0","v1060806151","106.1.1","35361","","","","0"
"2018","Swift Current (CA), Saskatchewan","2016S0504720","Both sexes","All ages","Persons","249","units","0","v1060806481","107.1.1","19392","","","","0"
"2019","Swift Current (CA), Saskatchewan","2016S0504720","Both sexes","All ages","Persons","249","units","0","v1060806481","107.1.1","19461","","","","0"
"2020","Swift Current (CA), Saskatchewan","2016S0504720","Both sexes","All ages","Persons","249","units","0","v1060806481","107.1.1","19363","","","","0"
"2021","Swift Current (CA), Saskatchewan","2016S0504720","Both sexes","All ages","Persons","249","units","0","v1060806481","107.1.1","19311","","","","0"
"2022","Swift Current (CA), Saskatchewan","2016S0504720","Both sexes","All ages","Persons","249","units","0","v1060806481","107.1.1","19438","","","","0"
"2018","North Battleford (CA), Saskatchewan","2016S0504735","Both sexes","All ages","Persons","249","units","0","v1060807141","109.1.1","19901","","","","0"
