"REF_DATE","GEO","DGUID","Components of population growth","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023/2024","All census metropolitan areas, British Columbia","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590586899","206.6.1.1","8282","","","","0"
"2024/2025","All census metropolitan areas, British Columbia","","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590586899","206.6.1.1","8532","","","","0"
"2015/2016","All census metropolitan areas, British Columbia","","Net temporary emigration","Total - gender","All ages","Persons","249","units","0","v1590587241","206.7.1.1","4600","","","","0"
"2015/2016","All census metropolitan areas, British Columbia","","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590587583","206.8.1.1","18449","","","","0"
"2016/2017","All census metropolitan areas, British Columbia","","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590587583","206.8.1.1","12583","","","","0"
"2017/2018","All census metropolitan areas, British Columbia","","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590587583","206.8.1.1","9148","","","","0"
"2018/2019","All census metropolitan areas, British Columbia","","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590587583","206.8.1.1","9015","","","","0"
"2019/2020","All census metropolitan areas, British Columbia","","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590587583","206.8.1.1","12319","","","","0"
"2020/2021","All census metropolitan areas, British Columbia","","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590587583","206.8.1.1","18072","","","","0"
"2021/2022","All census metropolitan areas, British Columbia","","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590587583","206.8.1.1","19783","","","","0"
"2022/2023","All census metropolitan areas, British Columbia","","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590587583","206.8.1.1","3143","","","","0"
"2023/2024","All census metropolitan areas, British Columbia","","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590587583","206.8.1.1","-4974","","","","0"
"2024/2025","All census metropolitan areas, British Columbia","","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590587583","206.8.1.1","-3401","","","","0"
"2015/2016","All census metropolitan areas, British Columbia","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590587925","206.9.1.1","-1001","","","","0"
"2016/2017","All census metropolitan areas, British Columbia","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590587925","206.9.1.1","-4320","","","","0"
"2017/2018","All census metropolitan areas, British Columbia","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590587925","206.9.1.1","-5316","","","","0"
"2018/2019","All census metropolitan areas, British Columbia","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590587925","206.9.1.1","-4969","","","","0"
"2019/2020","All census metropolitan areas, British Columbia","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590587925","206.9.1.1","-4217","","","","0"
"2020/2021","All census metropolitan areas, British Columbia","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590587925","206.9.1.1","-6140","","","","0"
"2021/2022","All census metropolitan areas, British Columbia","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590587925","206.9.1.1","-9930","","","","0"
"2022/2023","All census metropolitan areas, British Columbia","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590587925","206.9.1.1","-8517","","","","0"
"2023/2024","All census metropolitan areas, British Columbia","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590587925","206.9.1.1","-7545","","","","0"
"2024/2025","All census metropolitan areas, British Columbia","","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590587925","206.9.1.1","-7240","","","","0"
"2015/2016","All census metropolitan areas, British Columbia","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590588267","206.10.1.1","7126","","","","0"
"2016/2017","All census metropolitan areas, British Columbia","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590588267","206.10.1.1","17758","","","","0"
"2017/2018","All census metropolitan areas, British Columbia","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590588267","206.10.1.1","26829","","","","0"
"2018/2019","All census metropolitan areas, British Columbia","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590588267","206.10.1.1","28695","","","","0"
"2019/2020","All census metropolitan areas, British Columbia","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590588267","206.10.1.1","468","","","","0"
"2020/2021","All census metropolitan areas, British Columbia","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590588267","206.10.1.1","-7229","","","","0"
"2021/2022","All census metropolitan areas, British Columbia","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590588267","206.10.1.1","34195","","","","0"
"2022/2023","All census metropolitan areas, British Columbia","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590588267","206.10.1.1","96229","","","","0"
"2023/2024","All census metropolitan areas, British Columbia","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590588267","206.10.1.1","106189","","","","0"
"2024/2025","All census metropolitan areas, British Columbia","","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590588267","206.10.1.1","-11566","","","","0"
"2015/2016","All census metropolitan areas, British Columbia","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590588609","206.11.1.1","13259","","","","0"
"2016/2017","All census metropolitan areas, British Columbia","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590588609","206.11.1.1","3457","","","","0"
"2017/2018","All census metropolitan areas, British Columbia","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590588609","206.11.1.1","3550","","","","0"
"2018/2019","All census metropolitan areas, British Columbia","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590588609","206.11.1.1","3572","","","","0"
"2019/2020","All census metropolitan areas, British Columbia","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590588609","206.11.1.1","3693","","","","0"
"2020/2021","All census metropolitan areas, British Columbia","","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590588609","206.11.1.1","1902","","","","0"
"2015/2016","All census agglomerations, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590588615","207.1.1.1","6103","","","","0"
"2016/2017","All census agglomerations, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590588615","207.1.1.1","6118","","","","0"
"2017/2018","All census agglomerations, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590588615","207.1.1.1","5879","","","","0"
"2018/2019","All census agglomerations, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590588615","207.1.1.1","5788","","","","0"
"2019/2020","All census agglomerations, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590588615","207.1.1.1","5634","","","","0"
"2020/2021","All census agglomerations, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590588615","207.1.1.1","5741","","","","0"
"2021/2022","All census agglomerations, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590588615","207.1.1.1","5661","","","","0"
"2022/2023","All census agglomerations, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590588615","207.1.1.1","5313","","","","0"
"2023/2024","All census agglomerations, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590588615","207.1.1.1","5554","","","","0"
"2024/2025","All census agglomerations, British Columbia","","Births","Total - gender","All ages","Persons","249","units","0","v1590588615","207.1.1.1","5764","","","","0"
