"REF_DATE","GEO","DGUID","Components of population growth","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022/2023","North Battleford (CA), Saskatchewan","2021S0504735","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590384081","123.4.1.1","-6","","","","0"
"2023/2024","North Battleford (CA), Saskatchewan","2021S0504735","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590384081","123.4.1.1","0","","","","0"
"2024/2025","North Battleford (CA), Saskatchewan","2021S0504735","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590384081","123.4.1.1","1","","","","0"
"2015/2016","North Battleford (CA), Saskatchewan","2021S0504735","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590384423","123.5.1.1","0","","","","0"
"2016/2017","North Battleford (CA), Saskatchewan","2021S0504735","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590384423","123.5.1.1","8","","","","0"
"2017/2018","North Battleford (CA), Saskatchewan","2021S0504735","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590384423","123.5.1.1","16","","","","0"
"2018/2019","North Battleford (CA), Saskatchewan","2021S0504735","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590384423","123.5.1.1","16","","","","0"
"2019/2020","North Battleford (CA), Saskatchewan","2021S0504735","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590384423","123.5.1.1","25","","","","0"
"2020/2021","North Battleford (CA), Saskatchewan","2021S0504735","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590384423","123.5.1.1","10","","","","0"
"2021/2022","North Battleford (CA), Saskatchewan","2021S0504735","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590384423","123.5.1.1","6","","","","0"
"2022/2023","North Battleford (CA), Saskatchewan","2021S0504735","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590384423","123.5.1.1","0","","","","0"
"2023/2024","North Battleford (CA), Saskatchewan","2021S0504735","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590384423","123.5.1.1","13","","","","0"
"2024/2025","North Battleford (CA), Saskatchewan","2021S0504735","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590384423","123.5.1.1","14","","","","0"
"2015/2016","North Battleford (CA), Saskatchewan","2021S0504735","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590384765","123.6.1.1","3","","","","0"
"2016/2017","North Battleford (CA), Saskatchewan","2021S0504735","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590384765","123.6.1.1","6","","","","0"
"2017/2018","North Battleford (CA), Saskatchewan","2021S0504735","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590384765","123.6.1.1","5","","","","0"
"2018/2019","North Battleford (CA), Saskatchewan","2021S0504735","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590384765","123.6.1.1","6","","","","0"
"2019/2020","North Battleford (CA), Saskatchewan","2021S0504735","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590384765","123.6.1.1","8","","","","0"
"2020/2021","North Battleford (CA), Saskatchewan","2021S0504735","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590384765","123.6.1.1","6","","","","0"
"2021/2022","North Battleford (CA), Saskatchewan","2021S0504735","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590384765","123.6.1.1","14","","","","0"
"2022/2023","North Battleford (CA), Saskatchewan","2021S0504735","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590384765","123.6.1.1","6","","","","0"
"2023/2024","North Battleford (CA), Saskatchewan","2021S0504735","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590384765","123.6.1.1","13","","","","0"
"2024/2025","North Battleford (CA), Saskatchewan","2021S0504735","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590384765","123.6.1.1","13","","","","0"
"2015/2016","North Battleford (CA), Saskatchewan","2021S0504735","Net temporary emigration","Total - gender","All ages","Persons","249","units","0","v1590385107","123.7.1.1","0","","","","0"
"2015/2016","North Battleford (CA), Saskatchewan","2021S0504735","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590385449","123.8.1.1","-42","","","","0"
"2016/2017","North Battleford (CA), Saskatchewan","2021S0504735","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590385449","123.8.1.1","-229","","","","0"
"2017/2018","North Battleford (CA), Saskatchewan","2021S0504735","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590385449","123.8.1.1","-237","","","","0"
"2018/2019","North Battleford (CA), Saskatchewan","2021S0504735","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590385449","123.8.1.1","-261","","","","0"
"2019/2020","North Battleford (CA), Saskatchewan","2021S0504735","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590385449","123.8.1.1","-189","","","","0"
"2020/2021","North Battleford (CA), Saskatchewan","2021S0504735","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590385449","123.8.1.1","-71","","","","0"
"2021/2022","North Battleford (CA), Saskatchewan","2021S0504735","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590385449","123.8.1.1","-119","","","","0"
"2022/2023","North Battleford (CA), Saskatchewan","2021S0504735","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590385449","123.8.1.1","-90","","","","0"
"2023/2024","North Battleford (CA), Saskatchewan","2021S0504735","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590385449","123.8.1.1","-21","","","","0"
"2024/2025","North Battleford (CA), Saskatchewan","2021S0504735","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590385449","123.8.1.1","6","","","","0"
"2015/2016","North Battleford (CA), Saskatchewan","2021S0504735","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590385791","123.9.1.1","-52","","","","0"
"2016/2017","North Battleford (CA), Saskatchewan","2021S0504735","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590385791","123.9.1.1","-261","","","","0"
"2017/2018","North Battleford (CA), Saskatchewan","2021S0504735","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590385791","123.9.1.1","-223","","","","0"
"2018/2019","North Battleford (CA), Saskatchewan","2021S0504735","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590385791","123.9.1.1","-227","","","","0"
"2019/2020","North Battleford (CA), Saskatchewan","2021S0504735","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590385791","123.9.1.1","-213","","","","0"
"2020/2021","North Battleford (CA), Saskatchewan","2021S0504735","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590385791","123.9.1.1","-179","","","","0"
"2021/2022","North Battleford (CA), Saskatchewan","2021S0504735","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590385791","123.9.1.1","-181","","","","0"
"2022/2023","North Battleford (CA), Saskatchewan","2021S0504735","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590385791","123.9.1.1","-263","","","","0"
"2023/2024","North Battleford (CA), Saskatchewan","2021S0504735","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590385791","123.9.1.1","-79","","","","0"
"2024/2025","North Battleford (CA), Saskatchewan","2021S0504735","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590385791","123.9.1.1","-5","","","","0"
"2015/2016","North Battleford (CA), Saskatchewan","2021S0504735","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590386133","123.10.1.1","-2","","","","0"
"2016/2017","North Battleford (CA), Saskatchewan","2021S0504735","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590386133","123.10.1.1","-16","","","","0"
"2017/2018","North Battleford (CA), Saskatchewan","2021S0504735","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590386133","123.10.1.1","-16","","","","0"
"2018/2019","North Battleford (CA), Saskatchewan","2021S0504735","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590386133","123.10.1.1","16","","","","0"
"2019/2020","North Battleford (CA), Saskatchewan","2021S0504735","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590386133","123.10.1.1","-8","","","","0"
"2020/2021","North Battleford (CA), Saskatchewan","2021S0504735","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590386133","123.10.1.1","14","","","","0"
"2021/2022","North Battleford (CA), Saskatchewan","2021S0504735","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590386133","123.10.1.1","2","","","","0"
"2022/2023","North Battleford (CA), Saskatchewan","2021S0504735","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590386133","123.10.1.1","73","","","","0"
"2023/2024","North Battleford (CA), Saskatchewan","2021S0504735","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590386133","123.10.1.1","242","","","","0"
"2024/2025","North Battleford (CA), Saskatchewan","2021S0504735","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590386133","123.10.1.1","73","","","","0"
"2015/2016","North Battleford (CA), Saskatchewan","2021S0504735","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590386475","123.11.1.1","-20","","","","0"
"2016/2017","North Battleford (CA), Saskatchewan","2021S0504735","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590386475","123.11.1.1","32","","","","0"
"2017/2018","North Battleford (CA), Saskatchewan","2021S0504735","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590386475","123.11.1.1","20","","","","0"
"2018/2019","North Battleford (CA), Saskatchewan","2021S0504735","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590386475","123.11.1.1","31","","","","0"
"2019/2020","North Battleford (CA), Saskatchewan","2021S0504735","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590386475","123.11.1.1","33","","","","0"
"2020/2021","North Battleford (CA), Saskatchewan","2021S0504735","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590386475","123.11.1.1","106","","","","0"
"2015/2016","Prince Albert (CA), Saskatchewan","2021S0504745","Births","Total - gender","All ages","Persons","249","units","0","v1590386481","124.1.1.1","652","","","","0"
"2016/2017","Prince Albert (CA), Saskatchewan","2021S0504745","Births","Total - gender","All ages","Persons","249","units","0","v1590386481","124.1.1.1","744","","","","0"
"2017/2018","Prince Albert (CA), Saskatchewan","2021S0504745","Births","Total - gender","All ages","Persons","249","units","0","v1590386481","124.1.1.1","675","","","","0"
"2018/2019","Prince Albert (CA), Saskatchewan","2021S0504745","Births","Total - gender","All ages","Persons","249","units","0","v1590386481","124.1.1.1","741","","","","0"
"2019/2020","Prince Albert (CA), Saskatchewan","2021S0504745","Births","Total - gender","All ages","Persons","249","units","0","v1590386481","124.1.1.1","678","","","","0"
"2020/2021","Prince Albert (CA), Saskatchewan","2021S0504745","Births","Total - gender","All ages","Persons","249","units","0","v1590386481","124.1.1.1","611","","","","0"
"2021/2022","Prince Albert (CA), Saskatchewan","2021S0504745","Births","Total - gender","All ages","Persons","249","units","0","v1590386481","124.1.1.1","622","","","","0"
"2022/2023","Prince Albert (CA), Saskatchewan","2021S0504745","Births","Total - gender","All ages","Persons","249","units","0","v1590386481","124.1.1.1","580","","","","0"
"2023/2024","Prince Albert (CA), Saskatchewan","2021S0504745","Births","Total - gender","All ages","Persons","249","units","0","v1590386481","124.1.1.1","546","","","","0"
"2024/2025","Prince Albert (CA), Saskatchewan","2021S0504745","Births","Total - gender","All ages","Persons","249","units","0","v1590386481","124.1.1.1","548","","","","0"
"2015/2016","Prince Albert (CA), Saskatchewan","2021S0504745","Deaths","Total - gender","All ages","Persons","249","units","0","v1590386823","124.2.1.1","393","","","","0"
"2016/2017","Prince Albert (CA), Saskatchewan","2021S0504745","Deaths","Total - gender","All ages","Persons","249","units","0","v1590386823","124.2.1.1","435","","","","0"
"2017/2018","Prince Albert (CA), Saskatchewan","2021S0504745","Deaths","Total - gender","All ages","Persons","249","units","0","v1590386823","124.2.1.1","385","","","","0"
"2018/2019","Prince Albert (CA), Saskatchewan","2021S0504745","Deaths","Total - gender","All ages","Persons","249","units","0","v1590386823","124.2.1.1","411","","","","0"
"2019/2020","Prince Albert (CA), Saskatchewan","2021S0504745","Deaths","Total - gender","All ages","Persons","249","units","0","v1590386823","124.2.1.1","451","","","","0"
"2020/2021","Prince Albert (CA), Saskatchewan","2021S0504745","Deaths","Total - gender","All ages","Persons","249","units","0","v1590386823","124.2.1.1","444","","","","0"
"2021/2022","Prince Albert (CA), Saskatchewan","2021S0504745","Deaths","Total - gender","All ages","Persons","249","units","0","v1590386823","124.2.1.1","480","","","","0"
"2022/2023","Prince Albert (CA), Saskatchewan","2021S0504745","Deaths","Total - gender","All ages","Persons","249","units","0","v1590386823","124.2.1.1","465","","","","0"
"2023/2024","Prince Albert (CA), Saskatchewan","2021S0504745","Deaths","Total - gender","All ages","Persons","249","units","0","v1590386823","124.2.1.1","463","","","","0"
"2024/2025","Prince Albert (CA), Saskatchewan","2021S0504745","Deaths","Total - gender","All ages","Persons","249","units","0","v1590386823","124.2.1.1","469","","","","0"
"2015/2016","Prince Albert (CA), Saskatchewan","2021S0504745","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590387165","124.3.1.1","474","","","","0"
"2016/2017","Prince Albert (CA), Saskatchewan","2021S0504745","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590387165","124.3.1.1","334","","","","0"
"2017/2018","Prince Albert (CA), Saskatchewan","2021S0504745","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590387165","124.3.1.1","465","","","","0"
"2018/2019","Prince Albert (CA), Saskatchewan","2021S0504745","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590387165","124.3.1.1","447","","","","0"
"2019/2020","Prince Albert (CA), Saskatchewan","2021S0504745","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590387165","124.3.1.1","461","","","","0"
"2020/2021","Prince Albert (CA), Saskatchewan","2021S0504745","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590387165","124.3.1.1","215","","","","0"
"2021/2022","Prince Albert (CA), Saskatchewan","2021S0504745","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590387165","124.3.1.1","608","","","","0"
"2022/2023","Prince Albert (CA), Saskatchewan","2021S0504745","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590387165","124.3.1.1","710","","","","0"
"2023/2024","Prince Albert (CA), Saskatchewan","2021S0504745","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590387165","124.3.1.1","683","","","","0"
"2024/2025","Prince Albert (CA), Saskatchewan","2021S0504745","Immigrants","Total - gender","All ages","Persons","249","units","0","v1590387165","124.3.1.1","587","","","","0"
"2015/2016","Prince Albert (CA), Saskatchewan","2021S0504745","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590387507","124.4.1.1","17","","","","0"
"2016/2017","Prince Albert (CA), Saskatchewan","2021S0504745","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590387507","124.4.1.1","49","","","","0"
"2017/2018","Prince Albert (CA), Saskatchewan","2021S0504745","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590387507","124.4.1.1","39","","","","0"
"2018/2019","Prince Albert (CA), Saskatchewan","2021S0504745","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590387507","124.4.1.1","50","","","","0"
"2019/2020","Prince Albert (CA), Saskatchewan","2021S0504745","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590387507","124.4.1.1","49","","","","0"
"2020/2021","Prince Albert (CA), Saskatchewan","2021S0504745","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590387507","124.4.1.1","36","","","","0"
"2021/2022","Prince Albert (CA), Saskatchewan","2021S0504745","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590387507","124.4.1.1","17","","","","0"
"2022/2023","Prince Albert (CA), Saskatchewan","2021S0504745","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590387507","124.4.1.1","28","","","","0"
"2023/2024","Prince Albert (CA), Saskatchewan","2021S0504745","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590387507","124.4.1.1","8","","","","0"
"2024/2025","Prince Albert (CA), Saskatchewan","2021S0504745","Net emigration","Total - gender","All ages","Persons","249","units","0","v1590387507","124.4.1.1","9","","","","0"
"2015/2016","Prince Albert (CA), Saskatchewan","2021S0504745","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590387849","124.5.1.1","24","","","","0"
"2016/2017","Prince Albert (CA), Saskatchewan","2021S0504745","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590387849","124.5.1.1","81","","","","0"
"2017/2018","Prince Albert (CA), Saskatchewan","2021S0504745","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590387849","124.5.1.1","59","","","","0"
"2018/2019","Prince Albert (CA), Saskatchewan","2021S0504745","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590387849","124.5.1.1","70","","","","0"
"2019/2020","Prince Albert (CA), Saskatchewan","2021S0504745","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590387849","124.5.1.1","68","","","","0"
"2020/2021","Prince Albert (CA), Saskatchewan","2021S0504745","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590387849","124.5.1.1","45","","","","0"
"2021/2022","Prince Albert (CA), Saskatchewan","2021S0504745","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590387849","124.5.1.1","44","","","","0"
"2022/2023","Prince Albert (CA), Saskatchewan","2021S0504745","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590387849","124.5.1.1","60","","","","0"
"2023/2024","Prince Albert (CA), Saskatchewan","2021S0504745","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590387849","124.5.1.1","18","","","","0"
"2024/2025","Prince Albert (CA), Saskatchewan","2021S0504745","Emigrants","Total - gender","All ages","Persons","249","units","0","v1590387849","124.5.1.1","19","","","","0"
"2015/2016","Prince Albert (CA), Saskatchewan","2021S0504745","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590388191","124.6.1.1","18","","","","0"
"2016/2017","Prince Albert (CA), Saskatchewan","2021S0504745","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590388191","124.6.1.1","32","","","","0"
"2017/2018","Prince Albert (CA), Saskatchewan","2021S0504745","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590388191","124.6.1.1","20","","","","0"
"2018/2019","Prince Albert (CA), Saskatchewan","2021S0504745","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590388191","124.6.1.1","20","","","","0"
"2019/2020","Prince Albert (CA), Saskatchewan","2021S0504745","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590388191","124.6.1.1","19","","","","0"
"2020/2021","Prince Albert (CA), Saskatchewan","2021S0504745","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590388191","124.6.1.1","9","","","","0"
"2021/2022","Prince Albert (CA), Saskatchewan","2021S0504745","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590388191","124.6.1.1","27","","","","0"
"2022/2023","Prince Albert (CA), Saskatchewan","2021S0504745","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590388191","124.6.1.1","32","","","","0"
"2023/2024","Prince Albert (CA), Saskatchewan","2021S0504745","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590388191","124.6.1.1","10","","","","0"
"2024/2025","Prince Albert (CA), Saskatchewan","2021S0504745","Returning emigrants","Total - gender","All ages","Persons","249","units","0","v1590388191","124.6.1.1","10","","","","0"
"2015/2016","Prince Albert (CA), Saskatchewan","2021S0504745","Net temporary emigration","Total - gender","All ages","Persons","249","units","0","v1590388533","124.7.1.1","11","","","","0"
"2015/2016","Prince Albert (CA), Saskatchewan","2021S0504745","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590388875","124.8.1.1","-13","","","","0"
"2016/2017","Prince Albert (CA), Saskatchewan","2021S0504745","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590388875","124.8.1.1","-134","","","","0"
"2017/2018","Prince Albert (CA), Saskatchewan","2021S0504745","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590388875","124.8.1.1","-329","","","","0"
"2018/2019","Prince Albert (CA), Saskatchewan","2021S0504745","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590388875","124.8.1.1","-416","","","","0"
"2019/2020","Prince Albert (CA), Saskatchewan","2021S0504745","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590388875","124.8.1.1","-438","","","","0"
"2020/2021","Prince Albert (CA), Saskatchewan","2021S0504745","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590388875","124.8.1.1","-209","","","","0"
"2021/2022","Prince Albert (CA), Saskatchewan","2021S0504745","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590388875","124.8.1.1","-284","","","","0"
"2022/2023","Prince Albert (CA), Saskatchewan","2021S0504745","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590388875","124.8.1.1","-228","","","","0"
"2023/2024","Prince Albert (CA), Saskatchewan","2021S0504745","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590388875","124.8.1.1","90","","","","0"
"2024/2025","Prince Albert (CA), Saskatchewan","2021S0504745","Net interprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590388875","124.8.1.1","82","","","","0"
"2015/2016","Prince Albert (CA), Saskatchewan","2021S0504745","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590389217","124.9.1.1","84","","","","0"
"2016/2017","Prince Albert (CA), Saskatchewan","2021S0504745","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590389217","124.9.1.1","-115","","","","0"
"2017/2018","Prince Albert (CA), Saskatchewan","2021S0504745","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590389217","124.9.1.1","-286","","","","0"
"2018/2019","Prince Albert (CA), Saskatchewan","2021S0504745","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590389217","124.9.1.1","-104","","","","0"
"2019/2020","Prince Albert (CA), Saskatchewan","2021S0504745","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590389217","124.9.1.1","-296","","","","0"
"2020/2021","Prince Albert (CA), Saskatchewan","2021S0504745","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590389217","124.9.1.1","-355","","","","0"
"2021/2022","Prince Albert (CA), Saskatchewan","2021S0504745","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590389217","124.9.1.1","-591","","","","0"
"2022/2023","Prince Albert (CA), Saskatchewan","2021S0504745","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590389217","124.9.1.1","-601","","","","0"
"2023/2024","Prince Albert (CA), Saskatchewan","2021S0504745","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590389217","124.9.1.1","-429","","","","0"
"2024/2025","Prince Albert (CA), Saskatchewan","2021S0504745","Net intraprovincial migration","Total - gender","All ages","Persons","249","units","0","v1590389217","124.9.1.1","-261","","","","0"
"2015/2016","Prince Albert (CA), Saskatchewan","2021S0504745","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590389559","124.10.1.1","40","","","","0"
"2016/2017","Prince Albert (CA), Saskatchewan","2021S0504745","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590389559","124.10.1.1","70","","","","0"
"2017/2018","Prince Albert (CA), Saskatchewan","2021S0504745","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590389559","124.10.1.1","-90","","","","0"
"2018/2019","Prince Albert (CA), Saskatchewan","2021S0504745","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590389559","124.10.1.1","66","","","","0"
"2019/2020","Prince Albert (CA), Saskatchewan","2021S0504745","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590389559","124.10.1.1","-9","","","","0"
"2020/2021","Prince Albert (CA), Saskatchewan","2021S0504745","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590389559","124.10.1.1","15","","","","0"
"2021/2022","Prince Albert (CA), Saskatchewan","2021S0504745","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590389559","124.10.1.1","-8","","","","0"
"2022/2023","Prince Albert (CA), Saskatchewan","2021S0504745","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590389559","124.10.1.1","327","","","","0"
"2023/2024","Prince Albert (CA), Saskatchewan","2021S0504745","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590389559","124.10.1.1","658","","","","0"
"2024/2025","Prince Albert (CA), Saskatchewan","2021S0504745","Net non-permanent residents","Total - gender","All ages","Persons","249","units","0","v1590389559","124.10.1.1","-129","","","","0"
"2015/2016","Prince Albert (CA), Saskatchewan","2021S0504745","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590389901","124.11.1.1","-474","","","","0"
"2016/2017","Prince Albert (CA), Saskatchewan","2021S0504745","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590389901","124.11.1.1","227","","","","0"
"2017/2018","Prince Albert (CA), Saskatchewan","2021S0504745","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590389901","124.11.1.1","229","","","","0"
"2018/2019","Prince Albert (CA), Saskatchewan","2021S0504745","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590389901","124.11.1.1","220","","","","0"
"2019/2020","Prince Albert (CA), Saskatchewan","2021S0504745","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590389901","124.11.1.1","193","","","","0"
"2020/2021","Prince Albert (CA), Saskatchewan","2021S0504745","Residual deviation","Total - gender","All ages","Persons","249","units","0","v1590389901","124.11.1.1","232","","","","0"
"2015/2016","Estevan (CA), Saskatchewan","2021S0504750","Births","Total - gender","All ages","Persons","249","units","0","v1590389907","125.1.1.1","192","","","","0"
"2016/2017","Estevan (CA), Saskatchewan","2021S0504750","Births","Total - gender","All ages","Persons","249","units","0","v1590389907","125.1.1.1","171","","","","0"
"2017/2018","Estevan (CA), Saskatchewan","2021S0504750","Births","Total - gender","All ages","Persons","249","units","0","v1590389907","125.1.1.1","173","","","","0"
"2018/2019","Estevan (CA), Saskatchewan","2021S0504750","Births","Total - gender","All ages","Persons","249","units","0","v1590389907","125.1.1.1","167","","","","0"
"2019/2020","Estevan (CA), Saskatchewan","2021S0504750","Births","Total - gender","All ages","Persons","249","units","0","v1590389907","125.1.1.1","154","","","","0"
"2020/2021","Estevan (CA), Saskatchewan","2021S0504750","Births","Total - gender","All ages","Persons","249","units","0","v1590389907","125.1.1.1","146","","","","0"
"2021/2022","Estevan (CA), Saskatchewan","2021S0504750","Births","Total - gender","All ages","Persons","249","units","0","v1590389907","125.1.1.1","171","","","","0"
"2022/2023","Estevan (CA), Saskatchewan","2021S0504750","Births","Total - gender","All ages","Persons","249","units","0","v1590389907","125.1.1.1","122","","","","0"
"2023/2024","Estevan (CA), Saskatchewan","2021S0504750","Births","Total - gender","All ages","Persons","249","units","0","v1590389907","125.1.1.1","116","","","","0"
"2024/2025","Estevan (CA), Saskatchewan","2021S0504750","Births","Total - gender","All ages","Persons","249","units","0","v1590389907","125.1.1.1","116","","","","0"
"2015/2016","Estevan (CA), Saskatchewan","2021S0504750","Deaths","Total - gender","All ages","Persons","249","units","0","v1590390249","125.2.1.1","119","","","","0"
"2016/2017","Estevan (CA), Saskatchewan","2021S0504750","Deaths","Total - gender","All ages","Persons","249","units","0","v1590390249","125.2.1.1","121","","","","0"
"2017/2018","Estevan (CA), Saskatchewan","2021S0504750","Deaths","Total - gender","All ages","Persons","249","units","0","v1590390249","125.2.1.1","109","","","","0"
"2018/2019","Estevan (CA), Saskatchewan","2021S0504750","Deaths","Total - gender","All ages","Persons","249","units","0","v1590390249","125.2.1.1","110","","","","0"
