"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","All census metropolitan areas and census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589868717","187.1.1","480244","","","","0"
"2018","All census metropolitan areas and census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589868717","187.1.1","483934","","","","0"
"2019","All census metropolitan areas and census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589868717","187.1.1","489543","","","","0"
"2020","All census metropolitan areas and census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589868717","187.1.1","494717","","","","0"
"2021","All census metropolitan areas and census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589868717","187.1.1","500212","","","","0"
"2022","All census metropolitan areas and census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589868717","187.1.1","513844","","","","0"
"2023","All census metropolitan areas and census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589868717","187.1.1","533109","","","","0"
"2024","All census metropolitan areas and census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589868717","187.1.1","556720","","","","0"
"2025","All census metropolitan areas and census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589868717","187.1.1","566916","","","","0"
"2015","All census metropolitan areas, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869062","188.1.1","378906","","","","0"
"2016","All census metropolitan areas, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869062","188.1.1","382780","","","","0"
"2017","All census metropolitan areas, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869062","188.1.1","386207","","","","0"
"2018","All census metropolitan areas, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869062","188.1.1","390044","","","","0"
"2019","All census metropolitan areas, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869062","188.1.1","395519","","","","0"
"2020","All census metropolitan areas, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869062","188.1.1","400529","","","","0"
"2021","All census metropolitan areas, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869062","188.1.1","405533","","","","0"
"2022","All census metropolitan areas, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869062","188.1.1","418279","","","","0"
"2023","All census metropolitan areas, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869062","188.1.1","435721","","","","0"
"2024","All census metropolitan areas, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869062","188.1.1","456690","","","","0"
"2025","All census metropolitan areas, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869062","188.1.1","465989","","","","0"
"2015","All census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869407","189.1.1","94073","","","","0"
"2016","All census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869407","189.1.1","94069","","","","0"
"2017","All census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869407","189.1.1","94037","","","","0"
"2018","All census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869407","189.1.1","93890","","","","0"
"2019","All census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869407","189.1.1","94024","","","","0"
"2020","All census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869407","189.1.1","94188","","","","0"
"2021","All census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869407","189.1.1","94679","","","","0"
"2022","All census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869407","189.1.1","95565","","","","0"
"2023","All census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869407","189.1.1","97388","","","","0"
"2024","All census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869407","189.1.1","100030","","","","0"
"2025","All census agglomerations, New Brunswick","","Total - gender","All ages","Persons","249","units","0","v1589869407","189.1.1","100927","","","","0"
"2015","All census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881137","190.1.1","6675612","","","","0"
"2016","All census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881137","190.1.1","6722078","","","","0"
"2017","All census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881137","190.1.1","6785500","","","","0"
"2018","All census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881137","190.1.1","6872701","","","","0"
"2019","All census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881137","190.1.1","6962423","","","","0"
"2020","All census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881137","190.1.1","7015292","","","","0"
"2021","All census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881137","190.1.1","7010381","","","","0"
"2022","All census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881137","190.1.1","7087189","","","","0"
"2023","All census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881137","190.1.1","7221575","","","","0"
"2024","All census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881137","190.1.1","7379034","","","","0"
"2025","All census metropolitan areas and census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881137","190.1.1","7427770","","","","0"
"2015","All census metropolitan areas, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881482","191.1.1","5877794","","","","0"
"2016","All census metropolitan areas, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881482","191.1.1","5922427","","","","0"
"2017","All census metropolitan areas, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881482","191.1.1","5982869","","","","0"
"2018","All census metropolitan areas, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881482","191.1.1","6067208","","","","0"
"2019","All census metropolitan areas, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881482","191.1.1","6152941","","","","0"
"2020","All census metropolitan areas, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881482","191.1.1","6200602","","","","0"
"2021","All census metropolitan areas, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881482","191.1.1","6187445","","","","0"
"2022","All census metropolitan areas, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881482","191.1.1","6256283","","","","0"
"2023","All census metropolitan areas, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881482","191.1.1","6382546","","","","0"
"2024","All census metropolitan areas, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881482","191.1.1","6530061","","","","0"
"2025","All census metropolitan areas, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881482","191.1.1","6573240","","","","0"
"2015","All census agglomerations, Quebec","","Total - gender","All ages","Persons","249","units","0","v1589881827","192.1.1","797818","","","","0"
